type,title,kind,num_claims,series_code,Patent Number,Application Number,Filing Date,Grant Date,Abandonment Date,Entity Status,Application Status Category,Application Status Date,time to abandonment,abstract,inventor_country,assignee_country
utility,Device and method for controlling and/or monitoring a yarn processing system,B2,19,10,6999837,10501255,1/18/2005,2/14/2006,3/15/2010,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/15/2010,4.082191781,"A device for controlling and monitoring a yarn processing system, which comprises an electronic main control unit and at least one yarn feeding unit, and inside of which a serial communications field bus system is provided with at least one field bus for carrying out communication. At least one bi-directional event line is provided outside the field bus system in order to transmit a time critical and/or time-specific, digital and anonymous event signal for carrying out and/or confirming events. For at least one communication participant connected to the field bus system, an event specific characteristic feature of respective event signal can be defined by the software side configuration inside the field bus system.",UNITED STATES,UNITED STATES
utility,System and method featuring a controller device and a memory module that includes an integrated circuit buffer device and a plurality of integrated circuit memory devices,B2,28,11,7000062,11054797,2/10/2005,2/14/2006,3/14/2014,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/17/2014,8.090410959,"A system comprises a master device and a first integrated circuit buffer device. A first plurality of integrated circuit memory devices are coupled to the first integrated circuit buffer device. A first plurality of signal lines are coupled to the first integrated circuit buffer device and the master device, wherein the first plurality of signal lines communicate control information, address information and data from the master device to the first integrated circuit buffer device. A second plurality of signal lines are coupled to the first integrated circuit buffer device. A second integrated circuit buffer device is coupled to the second plurality of signal lines, the second integrated circuit buffer device receives the control information, the address information and the data from the first integrated circuit buffer device over the second plurality of signal lines. A second plurality of integrated circuit memory devices are coupled to the second integrated circuit buffer device. A third plurality of signal lines are coupled to the first integrated circuit buffer device, the second integrated circuit buffer device and the master device. The third plurality of signal lines communicate information from the master device that initialize the first integrated circuit buffer device and the second integrated circuit buffer device.",UNITED STATES,UNITED STATES
utility,Auxiliary spa module,B1,10,11,7000264,11097717,4/1/2005,2/21/2006,3/19/2018,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/19/2018,12.07945205,"Systems and techniques to increase storage space for added features in a spa using a modular spa design. A spa structure includes a compartment defining a location that receives a device to be used in conjunction with a spa, and a surface coupled with the compartment and matching a shape of a skirt of the spa. The surface can form a section of the skirt of the spa when attached to the spa. The skirt section can be attached to the spa by being raised under a lip of the spa and can be secured with battens and screws. The skirt section can form exterior steps providing access to the spa and can have a sinusoidal shape. The skirt section can include an integrated lifting mechanism that serves as a support when in a nested position.",UNITED STATES,UNITED STATES
utility,Stirling cycle engine or heat pump with improved heat exchanger,B2,7,11,7000390,11185566,7/20/2005,2/21/2006,3/19/2018,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/19/2018,12.07945205,"A Stirling cycle machine heat exchanger and a method for making the heat exchanger including, forming an annular ring of a solid heat conductive mass, the annular ring having a central axis and having axially opposite faces. A plurality of passages are drilled through the annular ring and through the opposite faces to provide passages for the flow of a fluid through the passages and transfer of heat energy between the mass and the fluid. The passages are preferably parallel to the axis and have a circular cross section and are arranged in a plurality of circumferentially spaced sets of passages, each set having a plurality of radially spaced passages.",UNITED STATES,UNITED STATES
utility,Tube bending machine,B1,3,11,7000447,11034612,1/13/2005,2/21/2006,3/21/2014,SMALL,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/24/2014,8.090410959,"A machine for bending thin wall electrical conduit having first and second spaced apart forming shoes, each having partial arcuate forming surfaces and a movable arcuate shaped third forming shoe mounted on the tabletop between the first and second forming shoes connected to an actuator for lineal movement forcing a section of tubing against the first and second forming surfaces with quick release retention wheels mounted on a flat plate in a cavity in the tabletop, the cavity having a load-supporting vertical edge for supporting the retention members under load and a pocket on the opposite side from the load supporting edge receiving an edge of the plate preventing it from lifting out of the cavity under load.",UNITED STATES,UNITED STATES
utility,Transmission main shaft centering device,B2,17,11,7000494,11032730,1/11/2005,2/21/2006,3/22/2010,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/22/2010,4.082191781,A transmission main shaft centering device is provided for use between a transmission input shaft and the main shaft. The centering device includes an axially moveable support member having an axis that is substantially coaxial with an axis of the input shaft. The support member is biased into engagement with one of the input shaft and the main shaft to maintain the main shaft substantially coaxial with the input shaft. The support member may include a first engaging component and one of the input shaft and the main shaft may include a second engaging component. The first and second engaging components mate to maintain the main shaft substantially coaxial with the input shaft.,UNITED STATES,UNITED STATES
utility,Mast extender for a sailboat,B1,14,11,7000555,11096352,4/1/2005,2/21/2006,3/19/2018,SMALL,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/19/2018,12.07945205,"A mast extender for extending a mast of a sailboat to a greater height. The mast extender includes a hollow tubular member having a distal end and a proximal end and being substantially elliptically-shaped. The distal end of the hollow tubular member includes a sealed end. The hollow tubular member includes the sealed end, a first curved side wall, a second curved side wall, curved end walls, and an interior wall surface for forming an interior mast compartment. The proximal end of the hollow tubular member includes a mast receiving opening having a watertight gasket fixedly attached to the interior wall surface and the watertight gasket is adjacent to the mast receiving opening. The first and second curved side walls include aligned fastening bolt openings. The mast extender further includes a fastening bolt extending through the fastening bolt openings and a hex nut for fastening the fastening bolt thereon. The mast extender also includes a distal tip end on an original mast for insertion through the mast receiving opening within the interior mast compartment; and the distal tip end of the original mast includes a tip opening for receiving the fastening bolt therethrough in order to detachably connect the hollow tubular member and the distal tip end of the original mast in a rigid manner for forming the mast extender for a sailboat.",UNITED STATES,UNITED STATES
utility,Hatch assembly with seat and storage bin,B1,26,11,7000557,11028807,1/4/2005,2/21/2006,3/22/2010,SMALL,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/22/2010,4.082191781,"A hatch assembly for a boat including a base pivotally attached to a boat deck, whereby the base can pivot between an open position and closed position to provide access to an power source within a boat hull. The base defines a storage bin with a compartment for storage. A lid pivotally attaches to the base, whereby the lid can pivot from an open position to a closed position to provide access to the storage bin. A seat attaches to the lid and is supported by the base. A backrest pivotally attaches to the base and pivots between a sitting position and a reclining position.",UNITED STATES,UNITED STATES
utility,Valve system for internal combustion engine,B2,5,11,7000579,11038701,1/20/2005,2/21/2006,3/19/2018,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/19/2018,12.07945205,A valve system is provided to eliminate a play at connection portions in a valve characteristic varying mechanism and to enhance the accuracy in control of valve operation characteristics.,UNITED STATES,UNITED STATES
utility,Supplemental fuel injector trigger circuit,B2,25,11,7000599,11034186,1/12/2005,2/21/2006,3/19/2018,SMALL,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/19/2018,12.07945205,A Supplemental Fuel Injector Control Circuit includes a resistor adapted to connected between a voltage output port and an injector control port of an Engine Control Unit. The circuit also includes a diode having a cathode adapted to be connected to the injector control port and an anode adapted to be connected to both an end of a fuel injector coil and to an Auxiliary Fuel Injector Controller. The circuit is operable to allow modification of fuel injector cycle duration while preventing generation of an error code by the Engine Control Unit.,UNITED STATES,UNITED STATES
utility,Apparatus for maintaining fluid temperature,B2,20,10,7000631,10908257,5/4/2005,2/21/2006,3/21/2014,SMALL,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/24/2014,8.090410959,"An apparatus for maintaining water temperature comprised of an inlet, a mechanical temperature controlled shutoff valve, a check valve and an outlet. The shutoff valve and check valve are positioned between the inlet and outlet to provide for the shunting of water from the inlet to the outlet based upon the temperature of the water, thereby maintaining water temperature at the inlet. This permits continuous access to hot water at a faucet which has the apparatus installed between its inlets. The apparatus may be configured as a temperature control assembly and attached in line with a hot water supply system thereby maintaining the hot water temperature within the hot water supply side of the system. Tees may be attached to the to the inlet and outlet of the apparatus as well as the hot water inlet and cold water inlet of a faucet, thereby creating a temperature controlled faucet.",UNITED STATES,UNITED STATES
utility,Interlocking fuel nozzle,B1,17,11,7000657,11037929,1/19/2005,2/21/2006,3/22/2010,SMALL,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/22/2010,4.082191781,"Drive off is prevented by having a grasp assembly engage the restrictor plate of the fill pipe of a motor vehicle when the nozzle spout is inserted. After the fuel pump is started and pressure is placed on the fuel, fuel is admitted into the nozzle by pressing on the hand lever to open the poppet valve. Fuel pressure in the nozzle activates a lock actuator system, to prevent removal of the spout from the fill pipe, by a lock system that prevents a grasp assembly latch from retracting from the fill pipe restrictor plate.",UNITED STATES,UNITED STATES
utility,Precision adjustable woodworking platform,B1,9,11,7000658,11041109,1/24/2005,2/21/2006,3/22/2010,SMALL,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/22/2010,4.082191781,"A precision adjustable woodworking platform that is self-calibrating and designed to move a tool very accurately back and forth horizontally and up and down. One of a number of different woodworking tools is fastened in a saddle that can be rotated and set at a selected angle for operations such as mitering. A floating work table is provided for holding a workpiece at any angle to a cutting tool movement direction. At the same time, the floating work table can be moved precisely forward and backward. The invention woodworking platform is relatively inexpensive, while providing for accurate straight, angled and depth cuts; all without needing external instruments.",UNITED STATES,UNITED STATES
utility,Electromagnetic continuous casting apparatus for materials possessing high melting temperature and low electric conductance,B1,8,11,7000678,11103387,4/11/2005,2/21/2006,3/19/2018,SMALL,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/19/2018,12.07945205,Disclosed is an electromagnetic continuous casting apparatus for a material having a low electric conductivity. The casting apparatus includes a crucible having a vertical axis. The crucible comprises an upper hot crucible and a lower cold crucible. The crucible is surrounded with an induction coil. The hot crucible is formed of a non-metallic material having a high electric conductivity and is not water-cooled. The cold crucible has a cooling structure and is formed of a metallic material having a high thermal conductivity and a high electric conductivity.,UNITED STATES,UNITED STATES
utility,Casting mold and method for manufacturing the same,B2,7,11,7000680,11053051,2/8/2005,2/21/2006,3/19/2018,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/19/2018,12.07945205,"A casting mold which is molded by heating mulled sand including a mixture of refractory molding sand particles, an inorganic water soluble binder and water, wherein the inorganic water soluble binder is made of a combination of a sulfate compound such as magnesium sulfate heptahydrate and a borate compound such as sodium tetraborate decahydrate. The casting mold is formed by baking the mulled sand in such a manner that at least part of the sulfate compound retains water of crystallization therein and the borate compound is once fused and then cured.",UNITED STATES,UNITED STATES
utility,Heat transport device and electronic device,B2,7,11,7000686,11043132,1/27/2005,2/21/2006,3/22/2010,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/22/2010,4.082191781,"A heat transport device includes an evaporator, a condenser, and a vapor channel and a plurality of liquid channels that connect the evaporator and the condenser. The evaporator generates a capillary force to circulate working fluid. This structure prevents the performance deterioration and malfunction due to the entry of vapor-phase working fluid into the liquid channels. Since the cross-sectional areas of the liquid channels gradually decrease from the condenser toward the evaporator, the capillary force at the liquid channels can be increased, and vapor-phase working fluid is prevented from entering the liquid channels. Wicks and the portions of the liquid channels adjacent thereto are filled with liquid-phase working fluid even after dryout occurs, stable operation is achieved.",UNITED STATES,UNITED STATES
utility,Sealed multilateral junction system,B2,34,11,7000703,11093777,3/29/2005,2/21/2006,3/19/2018,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/19/2018,12.07945205,"A sealed multilateral junction system provides fluid isolation between intersecting wellbores in a subterranean well. In a described embodiment, a method of forming a wellbore junction includes the steps of sealing a tubular string in a branch wellbore to a tubular structure in a parent wellbore. The tubular string may be secured to the tubular structure utilizing a flange which is larger in size than a window formed in the tubular structure. The flange may be sealed to the tubular structure about the window by a metal to metal seal or by adhering the flange to the tubular structure.",UNITED STATES,UNITED STATES
utility,U-type handbrake assembly structure,B1,1,11,7000738,11058181,2/16/2005,2/21/2006,3/19/2018,SMALL,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/19/2018,12.07945205,"A U-type bicycle handbrake assembly structure is provided so that the brake arms could be quickly and easily positioned. The invention cuts a planar surface on the fitting tube welded to the bicycle frame. The planar surface is parallel to the brake pad's contact surface to the wheel rim. The invention then configures a protruding plate on the adjusting seat along the adjusting seat's axial direction. When a brake arm is pin-joined to the fitting tube of the bicycle frame, the brake arm could be positioned quickly and easily by arranging the axial protruding plate of the adjusting seat to match against the planar surface of the fitting tube.",UNITED STATES,UNITED STATES
utility,Self-opening cap mechanism,B2,8,11,7000792,11092337,3/29/2005,2/21/2006,3/19/2018,SMALL,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/19/2018,12.07945205,"A self-opening mechanism for a cap is capable of maintaining a restoring force of an elastic member and easily and tightly locking the cap and also releasing the locking. The mechanism has an elastic member (4) that is attached to an inner side of a hinge (3), and also a stopper block (7) is provided in a direction in which the elastic member (4) deforms so that the elastic member (4) deforms to an S-shaped form. Engagement pieces (10, 10a) in the cap (2) side are inserted into and fixed between hooks (16, 16a) of a push piece (18) and a protruding engagement pieces (15, 15a) to lock the cap more tightly. As the hook (16, 16a) moves upward and moves away from the protruding engagement pieces (15, 15a) when the push piece (18) is pressed, the engagement pieces (10, 10a) are released and a cover (2) automatically opens due to the restoring force of the elastic member (4).",UNITED STATES,UNITED STATES
utility,Universal pill splitter,B1,3,10,7000815,10906311,2/14/2005,2/21/2006,3/22/2010,SMALL,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/22/2010,4.082191781,A pill splitter including a support body with an inclined plane having a triangular shaped recess with sidewalls incorporating a plurality of alternating linear sectors and inwardly curved sectors for centering a wide variety of shapes and sizes of pills to be split by a knife mounted on a cover which is pivotally mounted on the support body.,UNITED STATES,UNITED STATES
utility,Noncontact type IC card and system thereof,B2,8,11,7000835,11071250,3/4/2005,2/21/2006,3/19/2018,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/19/2018,12.07945205,"In a noncontact type IC card, writing of data is executed when a voltage level of an operating voltage generated from a received power wave is a level suitable for the writing of the data to a nonvolatile memory, and it is recognized that the data write operation is normally terminated when the voltage level of the operating voltage is the level suitable for the writing of the data to the nonvolatile memory even after the writing of the data.",UNITED STATES,UNITED STATES
utility,Split lift gate swing seat,B2,8,11,7000968,11128107,5/11/2005,2/21/2006,3/21/2014,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/24/2014,8.090410959,"A rear seat assembly movable between a use configuration and a stowed configuration within a passenger compartment of a motor vehicle. The rear seat assembly includes a seat cushion having a front portion and a rear portion, a seat back disposed adjacent to the rear portion of the seat cushion, and a translator coupled to the seat back. The translator moves the seat back between the use configuration and the stowed configuration in which the seat back is adjacent to a rear lift gate of the motor vehicle.",UNITED STATES,UNITED STATES
utility,Windshield for motorcycles and drive means for a motor vehicle component,B2,11,11,7000971,11185734,7/21/2005,2/21/2006,3/21/2014,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/24/2014,8.090410959,"A windshield for motorbikes which can be variably positioned at various angles of inclination on the motorbike by a holding device (6) and a drive device (8). The drive device (8) has a cable or a cable pull connection (22, 23, 24, 25) between a drive motor (26) of the drive device (8) and a support element (16) for the adjustable windshield. The holding device (6) can also be formed by two non-parallel guides (11, 19) for varying the position of the windshield (3) in terms of height and/or inclination, when it is moved along the guides (13, 19). The first guide (11) is fixed to the vehicle and the second guiding mechanism (19) is arranged on the windshield (3). A driveable carriage (12) which is connected to a support element (16) for the adjustable windshield and is situated on the first guide (11) engages a part (18) which is fixed to the vehicle and is situated on the second guide (19).",UNITED STATES,UNITED STATES
utility,Sun visor for use with vehicles,B2,20,11,7000972,11069648,3/1/2005,2/21/2006,3/22/2010,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/22/2010,4.082191781,"A sun visor includes a lock device (30) that is operable to lock a sun visor body (20) in a storage position adjacent to a vehicle cabin ceiling (1). The lock device (30) is operable to release the sun visor body (20) and to force the sun visor body (20) towards a light-shielding position by a predetermined angle when a locked sun visor body (20) is pressed towards the vehicle cabin ceiling (1). The lock device (30), including a cam ring (50), a spring engaging roller (80), a spring (90), and a lock member (70), may be axially movably fitted on a horizontal rod portion (12) of a support rod (10). The lock device (30) may be used for many types of sun visors, including sliding type sun visors and non-sliding type sun visors.",UNITED STATES,UNITED STATES
utility,Hood connection for the hood stays on motor vehicle hoods,B2,17,11,7000974,11128714,5/13/2005,2/21/2006,3/21/2014,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/24/2014,8.090410959,A supporting bearing for connecting the bows of a soft-top convertible vehicle to the folding linkage. A bearing spike is integrally formed on a linkage arm. A sleeve-shaped insert body is latched to a bearing spike. The insert body is received in an opening in the bow.,UNITED STATES,UNITED STATES
utility,Folding lounge chair,B1,3,10,7000983,10908092,4/27/2005,2/21/2006,3/22/2010,SMALL,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/22/2010,4.082191781,"A folding lounge chair has a seat frame, including a front leg and a rear leg crossing each other and hinged to the seat frame. At the crossing of the front leg and the rear leg, a hinge plate having a guide groove is fixed to the rear leg. At two ends of the guide groove are, respectively, upper and lower arrest units. The lower arrest unit is curved upwards. At one end of the lower arrest unit is provided a projected retaining part. One end of a bolt is fixed onto the rear leg, the other end running through the guide groove of the hinge plate, permitting the bolt to glide up and down along the guide groove. Besides allowing the lounge chair to retain a simplified construction, when the legs are unfolded, the bolt will not glide into the lower arrest unit and will be arrested by the projected retaining part. Therefore, the legs will not easily fold up. By lightly patting on the rear leg, the bolt will jump away from the projected retaining part and escape out of the lower arrest unit, and allow the legs to be folded up. Thereby, the legs of the chair can be easily folded or unfolded by simple operation.",UNITED STATES,UNITED STATES
utility,Recliner for vehicle foldable seat,B1,10,11,7000990,11086921,3/22/2005,2/21/2006,3/19/2018,SMALL,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/19/2018,12.07945205,A vehicle foldable seat back recliner (20) is operable to permit movement of a foldable vehicle seat (14) so that its seat bottom (16) and seat back (18) store in either a folded vertical position or a folded horizontal position.,UNITED STATES,UNITED STATES
utility,Drawer assembly and storage cabinet,B2,13,11,7001000,11078225,3/11/2005,2/21/2006,3/21/2014,SMALL,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/24/2014,8.090410959,"A drawer assembly includes a drawer having a bottom wall, first and second opposing end walls, and first and second opposing side walls. The end and side walls cooperate to define an open top for receiving and removing contents. First and second longitudinal top rails are formed with respective first and second side walls. A removable lid covers the open top of the drawer in a first assembly configuration. The lid has first and second opposing major surfaces, first and second opposing end edges, and first and second opposing side edges. The side edges of the lid include respective longitudinal channels adapted for receiving the longitudinal top rails of the drawer to slide the lid over the open top. An indent is formed with at least one of the first and second longitudinal top rails of the drawer. A detent is formed with at least one of the first and second longitudinal channels of the lid. The detent is adapted for mating with the indent of the drawer to temporarily lock the lid in position over the open top of the drawer.",UNITED STATES,UNITED STATES
utility,Printhead chip incorporating a double action ink ejection mechanism,B2,7,11,7001012,11026129,1/3/2005,2/21/2006,3/21/2014,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/24/2014,8.090410959,"A printhead chip includes a substrate that incorporates a drive circuitry layer. A plurality of nozzle chamber structures is positioned on the substrate. Each nozzle chamber structure defines a nozzle chamber and a pair of ink ejection ports in fluid communication with the nozzle chamber. A plurality of elongate actuators is associated with respective nozzle chamber structures. Each actuator has one end fast with the substrate to be electrically connected to the drive circuitry layer and to be reciprocally displaced relative to the substrate on receipt of an electrical signal from the drive circuitry layer. An ink ejecting member is positioned in each nozzle chamber and is connected to the associated actuator to be reciprocally displaced by the actuator. The nozzle chamber structure is configured so that as the ink ejecting member is displaced in one direction, ink is ejected from one of the ink ejection ports and as the ink ejecting member is displaced in an opposite direction, ink is ejected from the other ink ejection port.",UNITED STATES,UNITED STATES
utility,Rearview mirror assembly,B1,14,11,7001029,11040436,1/21/2005,2/21/2006,3/21/2014,SMALL,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/24/2014,8.090410959,"A rearview mirror assembly includes first and second sections each adapted to extend over about one half a length of a vehicle windshield. The first and second sections each include a housing, a mirror disposed in the housing, and a pull-down visor disposed in the housing behind the mirror when in a stored position. Each pull-down visor includes a plurality of generally telescopically coupled panels for adjustably setting a length of the visor.",UNITED STATES,UNITED STATES
utility,Image display device,B1,18,11,7001033,11224855,9/12/2005,2/21/2006,3/22/2010,SMALL,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/22/2010,4.082191781,"An image display device includes a case with an opening, a luminous source image display displaying a first image, and a focusing element. The focusing element is positioned within the case, and includes a concave mirror and a mirror supporter that supports the concave mirror. The mirror supporter includes a mirror cradle. The mirror screen is mounted on the arms of the mirror cradle. The mirror cradle includes a buffering pad at the tip of each arm, and the buffering pad includes adhesive parts on both surfaces. The tip of the arms of the mirror cradle is attached to the back of the mirror screen, and the attachment is achieved with a surface contact. The mounting holes on the top and bottom plates are oblong. The oblong mounting holes are adapted to adjust the mounting position of the mirror screen of the image display device.",UNITED STATES,UNITED STATES
utility,Pointer for meter,B1,3,10,7001034,10905639,1/14/2005,2/21/2006,3/22/2010,SMALL,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/22/2010,4.082191781,"A pointer pivotally mounted in a meter for pointing out the graduations of a scale is disclosed to include a base and a pointing tip extending from the base, which pointing tip having the outside wall extending along the length of the pointing tip and covered with a layer of reflective material and a visible light-penetrable peripheral surface for guiding in external light toward the reflective material.",UNITED STATES,UNITED STATES
utility,Keyboard with improved function and editing sections,B2,18,11,7001087,11091391,3/29/2005,2/21/2006,3/19/2018,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/19/2018,12.07945205,"A keyboard having an improved function key section and an improved editing section. A row of keys is located behind the alphanumeric section. The row of keys includes individual predefined command keys. The groupings of the predefined command keys may be made based on the functionality of the keys, their use on common applications or programs, and/or other by other grouping techniques. Further, the keys within each group may be ordered based on chronological order of use, frequency of use, or by a correlation to a graphical toolbar. Each of at least two adjacent groupings of keys in behind the alphanumeric region consists of exactly three keys, and each of at least three adjacent key groupings in the entire row consists of exactly three keys. The keys are each capable of functioning as predetermined command keys in a first mode and standard function keys in a second mode. A Function Lock key may be used to convert these keys from their use in one mode as their predefined command keys to another mode where they become standard function keys. These keys are preferably primarily labeled as their command keys and secondarily labeled as standard function keys. The editing section includes a first key cluster having a plurality of keys forming a two dimensional array of cells. At least one key occupies a single cell and a Delete key occupies at least two cells. A key cluster is located behind and spaced from the editing section, and consists of an Undo key and a Redo key.",UNITED STATES,UNITED STATES
utility,Crayon (eraseables),B1,4,11,7001092,11131132,5/16/2005,2/21/2006,3/22/2010,SMALL,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/22/2010,4.082191781,"A type of writing apparatus. The writing apparatus is a modified crayon that includes an attached eraser and has an outer plastic sleeve that serves as the gripping mechanism when in use. An individual can rotate the attached eraser and expel the crayon slowly out of the open of the plastic sleeve as the crayon is used up. In addition, the crayon itself has incorporated metallic additives, sparkling additives, and various scents.",UNITED STATES,UNITED STATES
utility,Interlocking paver/tile,B1,2,11,7001101,11090802,3/24/2005,2/21/2006,3/22/2010,SMALL,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/22/2010,4.082191781,"Interlocking paver system for the use of constructing sidewalks, pathways and decks being formed from a light weight material for easy handling. Joined together by a plastic spline with gripping teeth, which when placed in spline receiver slots on sides of paver, which has a protruding upper edge that surrounds the entire perimeter allowing the pavers to tilt up or down, which allows the pavers to be placed on uneven or unlevel surfaces and prevents pavers from separating and from moving side to side, back and forth, and from settling downward and lifting upward which establishes a stable walking surface that is easy to install or assemble.",UNITED STATES,UNITED STATES
utility,Jig for orientating a CPU,B1,9,11,7001186,11161256,7/28/2005,2/21/2006,3/21/2014,SMALL,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/24/2014,8.090410959,"A jig for precisely orientating a CPU over a socket of a connector comprises a frame, a limiting portion, an elastic portion and a positioning portion. The frame has an opening. The limiting portion and the elastic portion are formed on the frame. When the CPU is received in the opening, the limiting portion contacts a non-contact surface of the CPU, and the elastic portion presses the sides of the CPU. The positioning portion is formed on the frame and limits the movement of the frame relative to the socket when the CPU is received in the opening and the frame is put on the socket. Therefore, the CPU is precisely positioned over a transmission section of the socket, and a contact surface of the CPU contacts the transmission section of the socket.",UNITED STATES,UNITED STATES
utility,Rotatable plug with an arcing resistant mechanism,B1,6,11,7001196,11072444,3/7/2005,2/21/2006,3/22/2010,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/22/2010,4.082191781,"A rotatable plug with an arcing resistant mechanism is disclosed which includes an upper cover, a lower cover mating with the upper cover to form a holding space, a mount placed in the holding space, a rotatable rack placed on the mount, a pair of conductive terminals fixed on the lower cover and a pair of connecting slices. The rotatable rack includes a pivot and a pair of prongs, wherein the prongs are fixed on the both ends of the pivot respectively. Each connecting slice connects the corresponding prong of the rotatable rack with the corresponding conductive terminal. Therefore a circuit exists between the prongs and the conductive terminals, so that the rotatable plug with an arcing resistant mechanism can suppress the arcing that is produced between the prongs and the conductive terminals. Thus the rotatable plug with an arcing resistant mechanism is used safely and has a long lifetime.",UNITED STATES,UNITED STATES
utility,Wire winding device for receiving network wires or telephone wires,B1,3,11,7001210,11085684,3/22/2005,2/21/2006,3/22/2010,SMALL,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/22/2010,4.082191781,"A wire winding device for receiving network wires or telephone wires is disclosed. The round post of the lower cover passes through the via hole of the circuit board, the central hole of the conducting plate, the via hole of the insulating plate; the buckling hole of the spring; the via hole of the spring seat, and the via hole of the upper cover, sequentially. The buckle sheet is engaged to the upper cover. The buckling post of the buckle sheet is movable fixed to the buckling groove. The upper cover and lower cover are combined. The electric wire of the circuit board and the electric wire of the conducting plate are placed in the slot of the upper cover and the slot of the lower cover. A screw serves to lock the upper cover to the lower cover.",UNITED STATES,UNITED STATES
utility,Utility connection station,B2,18,11,7001211,11152868,6/15/2005,2/21/2006,3/19/2018,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/19/2018,12.07945205,"A utility connection station includes a body portion having a top, a bottom, opposite sides and a plurality of receptacles. A stand is coupled to the body portion and has a first arm and a second arm movable in opposite directions for activation of the stand between a stowed position and a deployed position. A first line management device is integrated with the stand and a second line management device is coupled to the body portion and are configured to hold one or more utility lines coupled to the receptacles.",UNITED STATES,UNITED STATES
utility,Wire ordering device for computer or communication device,B1,6,11,7001223,11129632,5/16/2005,2/21/2006,3/22/2010,SMALL,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/22/2010,4.082191781,"A wire ordering device for a computer or a communication device is disclosed. A protrusion is located at a top and is formed with a penetrating hole. Each of two shoulders of the protrusion has a respective embedding groove. The press has a through hole corresponding to the penetrating hole of the seat and has tenons at a bottom side thereof corresponding to the embedding grooves. Several claws extend from the press. The tenons are insertable into the embedding grooves. Thus, the claws press a periphery of the seat so that the press is positioned upon the seat. A screw unit has a screw rod which passes through the through hole of the press and the penetrating hole of the seat and then is locked to screw hole of a casing of a computer or a communication device and connect with wires of a computer or communication device.",UNITED STATES,UNITED STATES
